Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
13/02/2022 18:40:51,Mobile Banking,Entertainment,Streaming,Hot air balloon ride over Pokhara,9828,Expense,NPR
11/12/2021 01:30:07,Mobile Banking,Shopping,Household,Sports shoes for a morning walk,71978,Expense,NPR
01/08/2023 16:45:04,eSewa,Shopping,Electronics,Luggage or suitcase for travel,8067,Expense,NPR
17/06/2021 22:35:36,Credit Card,Education,Books,Barista training course fee,33103,Expense,NPR
26/11/2022 00:26:21,Debit Card,Entertainment,Movies,Wildlife photography tour,2788,Expense,NPR
12/01/2021 15:02:53,IME Pay,Education,Books,"Language learning app subscription (e.g., Duolingo)",39650,Expense,NPR
29/07/2023 12:39:05,Credit Card,Food,Beverages,Millet flour for dhindo,3027,Expense,NPR
10/07/2024 01:14:07,UPI,Utilities,Internet,Landlord utility management service,7418,Expense,NPR
24/10/2020 21:44:47,eSewa,Health,Pharmacy,Medical mission trip donation,11021,Expense,NPR
29/10/2022 02:50:33,Debit Card,Education,Courses,Fee for a school ID card replacement,21915,Expense,NPR
28/01/2022 20:29:39,eSewa,Health,Doctor Visit,International patient services,36773,Expense,NPR
20/08/2024 11:19:07,Cash,Utilities,Internet,Bulk water purchase summer,1747,Expense,NPR
20/07/2020 10:04:27,eSewa,Utilities,Internet,Security system monitoring monthly,820,Expense,NPR
01/11/2023 08:48:36,UPI,Entertainment,Games,Shooting club membership,4767,Expense,NPR
23/11/2022 02:06:39,Net Banking,Education,Books,"Computer training course (e.g., programming)",27858,Expense,NPR
26/08/2022 20:26:30,UPI,Transportation,Parking,Local transportation during a festival,10907,Expense,NPR
14/07/2022 15:13:29,Net Banking,Health,Doctor Visit,Repatriation insurance coverage,32385,Expense,NPR
30/06/2022 21:26:20,UPI,Health,Health Insurance,Meniscus repair surgery,4098,Expense,NPR
24/11/2021 07:08:23,UPI,Health,Health Insurance,Ear drops for an infection,23687,Expense,NPR
01/02/2020 15:13:52,Credit Card,Entertainment,Events,VR headset purchase,8837,Expense,NPR
05/10/2021 02:58:49,Mobile Banking,Health,Lab Tests,International Friendship Children's Hospital,3264,Expense,NPR
27/04/2020 13:06:37,Cash,Food,Beverages,Momo and chiya at a Thamel cafe,1409,Expense,NPR
22/04/2024 23:06:01,Cash,Health,Health Insurance,Dental filling or extraction,47145,Expense,NPR
25/12/2020 05:07:36,Mobile Banking,Transportation,Fuel,Veterinary mobile clinic,380,Expense,NPR
13/05/2020 06:13:20,Mobile Banking,Utilities,Internet,Utility deposit for a new apartment rental,5514,Expense,NPR
16/03/2022 11:59:59,Debit Card,Shopping,Clothing,Kitchen utensils purchase from Ason,74876,Expense,NPR
19/02/2020 04:27:50,IME Pay,Utilities,Water,Home security camera cloud storage fee,3792,Expense,NPR
25/04/2020 02:47:33,UPI,Transportation,Fuel,Import duty for vehicle parts,3379,Expense,NPR
22/05/2022 01:20:43,Net Banking,Transportation,Taxi,Thela cart transport for goods,3361,Expense,NPR
08/05/2023 09:10:02,Debit Card,Transportation,Bus,Car interior cleaning,12709,Expense,NPR
27/07/2021 19:29:46,IME Pay,Health,Lab Tests,Deep tissue massage therapy,45091,Expense,NPR
14/05/2024 22:19:22,Cash,Entertainment,Movies,Bachata workshop weekend,3334,Expense,NPR
15/07/2023 10:37:08,IME Pay,Utilities,Water,Renewable energy certificate trading,2997,Expense,NPR
17/06/2022 14:06:27,IME Pay,Food,Snacks,Olive oil for salads,3993,Expense,NPR
25/02/2022 08:23:02,eSewa,Shopping,Clothing,Donating clothes or items to charity,12561,Expense,NPR
24/04/2021 22:38:23,IME Pay,Utilities,Gas,Gas clothes dryer hookup,5818,Expense,NPR
04/04/2021 06:51:37,Cash,Shopping,Household,Cutlery set,68316,Expense,NPR
18/10/2023 18:24:07,IME Pay,Shopping,Personal Care,Shopping at a duty-free store at the airport,55004,Expense,NPR
26/01/2024 17:47:23,eSewa,Transportation,Fuel,Tourist vehicle permit,6063,Expense,NPR
29/03/2021 15:15:55,Credit Card,Education,Books,Software license for a student,12418,Expense,NPR
22/09/2022 22:56:52,Net Banking,Education,Tuition,Fee for a certification exam,5449,Expense,NPR
02/10/2024 19:20:25,Cash,Food,Beverages,Masala chai ingredients,4176,Expense,NPR
14/03/2020 10:00:01,Net Banking,Health,Health Insurance,Blepharoplasty eyelid surgery,18678,Expense,NPR
06/11/2020 11:32:01,Net Banking,Shopping,Household,Reading glasses,92648,Expense,NPR
17/07/2024 02:17:54,Credit Card,Health,Pharmacy,Buying a hot water bag,12580,Expense,NPR
09/02/2020 12:15:57,Net Banking,Utilities,Internet,Home security camera cloud storage fee,6141,Expense,NPR
18/10/2024 13:31:13,Cash,Health,Lab Tests,Blood pressure monitoring machine purchase,44258,Expense,NPR
11/11/2022 23:53:31,Mobile Banking,Entertainment,Movies,Medium membership,6985,Expense,NPR
10/05/2021 07:49:50,Cash,Entertainment,Events,Marathon registration fee,4433,Expense,NPR
11/06/2024 13:27:01,Credit Card,Utilities,Phone,Business phone system setup,526,Expense,NPR
21/01/2022 16:01:49,Debit Card,Education,Books,Hostel or dormitory fees,24360,Expense,NPR
10/08/2023 11:40:22,IME Pay,Food,Groceries,Aila homemade liquor from Bhaktapur,518,Expense,NPR
01/12/2023 04:01:48,Debit Card,Utilities,Water,Gas appliance conversion kit,3138,Expense,NPR
13/11/2024 00:06:02,eSewa,Health,Doctor Visit,Reiki healing session,37082,Expense,NPR
13/12/2021 21:42:51,eSewa,Shopping,Personal Care,Printer and ink cartridges,71580,Expense,NPR
09/08/2022 17:07:23,Mobile Banking,Entertainment,Games,Swing dance lesson,6037,Expense,NPR
02/07/2020 05:09:26,Credit Card,Shopping,Clothing,Sandals and slippers for home use,82350,Expense,NPR
18/06/2021 10:13:08,Credit Card,Education,Books,Sports coaching at school,32503,Expense,NPR
09/10/2022 15:07:49,IME Pay,Utilities,Gas,Energy conservation workshop,5086,Expense,NPR
16/12/2022 01:00:04,Debit Card,Utilities,Gas,Tank cleaning disinfection service,7593,Expense,NPR
20/07/2022 22:30:41,IME Pay,Food,Beverages,Cranberries dried,3203,Expense,NPR
09/06/2023 07:19:08,IME Pay,Education,Books,Yearbook purchase,16540,Expense,NPR
24/04/2024 21:33:04,Debit Card,Shopping,Clothing,Air conditioner or air cooler,51522,Expense,NPR
15/10/2021 09:22:30,Mobile Banking,Health,Health Insurance,Balneotherapy spa treatment,36758,Expense,NPR
26/11/2023 09:07:21,UPI,Shopping,Electronics,Kitchen utensils purchase from Ason,84774,Expense,NPR
05/07/2023 19:41:46,UPI,Entertainment,Streaming,NBA League Pass,4840,Expense,NPR
11/09/2020 21:38:27,Khalti,Food,Groceries,Tandoori masala packet,581,Expense,NPR
01/10/2021 02:28:16,IME Pay,Transportation,Parking,Temperature gauge fix,465,Expense,NPR
22/11/2023 02:39:23,Cash,Shopping,Household,"Cleaning tools (broom, mop, vacuum cleaner)",85462,Expense,NPR
26/03/2024 14:19:32,Net Banking,Shopping,Electronics,Washing machine,38364,Expense,NPR
09/08/2024 21:11:16,Credit Card,Health,Pharmacy,Defibrillator implant ICD,28090,Expense,NPR
03/04/2022 10:26:36,Credit Card,Education,Stationery,Thesis printing and binding cost,27021,Expense,NPR
28/03/2023 06:48:04,Mobile Banking,Education,Stationery,Buying a scientific calculator,29868,Expense,NPR
10/05/2021 16:07:00,IME Pay,Transportation,Fuel,Heater core repair,14796,Expense,NPR
15/06/2020 10:18:04,eSewa,Transportation,Taxi,CV joint repair cost,5065,Expense,NPR
08/08/2020 06:18:29,Debit Card,Entertainment,Streaming,Collecting stamps or coins (purchase),8093,Expense,NPR
10/05/2024 01:14:23,IME Pay,Entertainment,Events,Breakdancing lessons,8572,Expense,NPR
31/05/2021 01:10:31,Net Banking,Shopping,Clothing,Wallet purchase,97811,Expense,NPR
25/09/2023 15:20:47,IME Pay,Utilities,Internet,Time-of-use electricity plan,3190,Expense,NPR
08/03/2022 22:08:54,Net Banking,Health,Pharmacy,Sex therapy consultation,8194,Expense,NPR
13/02/2020 21:57:33,Debit Card,Utilities,Internet,Capacitor bank power factor,1600,Expense,NPR
24/05/2023 17:28:47,Mobile Banking,Transportation,Taxi,Throttle body cleaning,12945,Expense,NPR
06/06/2021 06:34:42,IME Pay,Utilities,Internet,Utility scam awareness training,1173,Expense,NPR
30/08/2024 05:51:57,Khalti,Utilities,Internet,Purchasing a WiFi extender,2531,Expense,NPR
21/08/2020 21:51:44,UPI,Entertainment,Movies,Planetarium membership annual,2908,Expense,NPR
23/01/2022 05:49:54,Khalti,Shopping,Personal Care,Fabric purchase for clothing,34797,Expense,NPR
08/07/2021 20:04:24,Mobile Banking,Education,Stationery,Binding a thesis or project report,34450,Expense,NPR
12/06/2021 05:07:29,Credit Card,Food,Dining Out,Buying packet milk (DDC),4692,Expense,NPR
24/11/2022 19:42:12,Mobile Banking,Education,Courses,School bus fee,17576,Expense,NPR
12/03/2023 16:20:50,Khalti,Transportation,Micro,Renewing vehicle road tax,6810,Expense,NPR
24/06/2022 04:22:32,eSewa,Entertainment,Movies,Film club annual membership,3951,Expense,NPR
23/02/2023 04:41:11,Khalti,Utilities,Internet,Web hosting service payment,1556,Expense,NPR
08/07/2020 04:17:08,eSewa,Utilities,Electricity,Maintenance of apartment elevator,3470,Expense,NPR
14/12/2021 06:56:34,Mobile Banking,Food,Dining Out,Bara and chatamari from Newari restaurant,1684,Expense,NPR
10/07/2022 18:46:55,Mobile Banking,Entertainment,Movies,MIDI keyboard controller,1831,Expense,NPR
02/08/2021 09:45:55,IME Pay,Education,Courses,Audiobook for educational listening,394,Expense,NPR
09/05/2020 06:26:21,Credit Card,Health,Pharmacy,Contribution to a medical fundraiser for someone,31541,Expense,NPR
22/09/2021 07:06:38,Mobile Banking,Education,Stationery,"Language learning app subscription (e.g., Duolingo)",42919,Expense,NPR
23/03/2023 22:19:40,Khalti,Health,Health Insurance,Posture corrector device,14074,Expense,NPR
09/04/2022 22:23:14,Credit Card,Utilities,Phone,Emergency light purchase,936,Expense,NPR
17/03/2024 05:12:07,Debit Card,Shopping,Personal Care,Gloves and beanie for winter,92994,Expense,NPR
22/12/2021 13:00:14,UPI,Transportation,Parking,Blood donation van,11672,Expense,NPR
20/02/2022 12:46:24,Net Banking,Shopping,Electronics,Reading glasses,41554,Expense,NPR
21/09/2023 00:48:27,Debit Card,Food,Groceries,Cream for desserts,4948,Expense,NPR
17/07/2020 10:06:47,Debit Card,Health,Health Insurance,Medicare National Hospital consultation,38614,Expense,NPR
25/09/2022 15:38:35,Khalti,Health,Doctor Visit,Civil Service Hospital visit,22557,Expense,NPR
26/09/2023 06:09:30,Debit Card,Food,Dining Out,Buckwheat flour purchase,2304,Expense,NPR
29/04/2022 00:50:41,UPI,Food,Groceries,Dal bhat at local thakali restaurant,1783,Expense,NPR
05/09/2021 04:41:55,Khalti,Transportation,Micro,Power steering fluid top-up,4199,Expense,NPR
07/10/2022 10:32:45,Credit Card,Transportation,Parking,Door visor installation,8455,Expense,NPR
28/03/2021 10:28:20,Mobile Banking,Education,Tuition,T-square and set squares,22914,Expense,NPR
31/07/2023 14:27:14,Debit Card,Utilities,Water,Biogas plant maintenance,3422,Expense,NPR
25/03/2022 18:50:15,Credit Card,Education,Tuition,Art portfolio case,32674,Expense,NPR
05/08/2022 15:06:42,UPI,Health,Lab Tests,Thai massage therapeutic,3595,Expense,NPR
06/04/2021 20:29:26,eSewa,Utilities,Internet,Contribution for community street light electricity,4979,Expense,NPR
31/07/2022 01:36:10,Debit Card,Entertainment,Streaming,Debate society fee,5814,Expense,NPR
19/11/2021 23:39:39,Mobile Banking,Health,Health Insurance,Pulse oximeter device,14980,Expense,NPR
21/11/2020 20:09:52,Khalti,Education,Books,STEM kit subscription,35523,Expense,NPR
24/12/2020 05:36:39,Mobile Banking,Food,Dining Out,Lunch at Bricks Cafe,1520,Expense,NPR
14/11/2021 22:59:56,Mobile Banking,Shopping,Household,Buying a new SIM card,2727,Expense,NPR
06/11/2024 23:43:44,Net Banking,Shopping,Electronics,Assembly charge for new furniture,63089,Expense,NPR
30/12/2021 10:07:04,Net Banking,Utilities,Gas,Green energy certificate purchase,2704,Expense,NPR
02/07/2023 04:25:32,Mobile Banking,Utilities,Water,Energy trading platform fee,2284,Expense,NPR
02/10/2020 16:12:03,Cash,Entertainment,Movies,Discovery+ documentary package,3483,Expense,NPR
12/12/2020 15:31:03,Credit Card,Education,Books,Educational trip to a historical site,27357,Expense,NPR
10/02/2023 10:37:41,UPI,Utilities,Gas,Cable TV set-top box purchase,831,Expense,NPR
18/09/2020 08:26:48,Cash,Food,Groceries,Masala muri homemade,1937,Expense,NPR
05/02/2024 21:38:53,UPI,Health,Pharmacy,Buying a mosquito net or repellent,39696,Expense,NPR
28/06/2021 19:11:46,Debit Card,Transportation,Bus,Thermostat replacement,11770,Expense,NPR
01/08/2022 16:58:25,Mobile Banking,Entertainment,Streaming,Public speaking club,2212,Expense,NPR
01/06/2024 11:32:22,Mobile Banking,Entertainment,Games,Color run festival,1554,Expense,NPR
06/08/2023 20:26:51,eSewa,Utilities,Internet,Electricity for agricultural water pump,5739,Expense,NPR
04/06/2020 23:48:35,Debit Card,Education,Tuition,Internship-related expenses (unpaid),21054,Expense,NPR
19/07/2022 23:24:09,UPI,Education,Courses,Noise-cancelling headphones for studying,10817,Expense,NPR
26/07/2023 20:56:33,Khalti,Education,Courses,Barista training course fee,18021,Expense,NPR
01/11/2023 15:25:22,Cash,Utilities,Electricity,Classic Tech internet renewal,1944,Expense,NPR
01/08/2023 03:47:07,Net Banking,Transportation,Micro,Diplomatic vehicle registration,14142,Expense,NPR
19/06/2023 14:35:46,Cash,Health,Health Insurance,Kanti Children's Hospital pediatric visit,9186,Expense,NPR
26/08/2024 23:38:20,Cash,Education,Tuition,Coaching classes fee for SEE/NEB,39908,Expense,NPR
26/07/2020 12:35:36,eSewa,Entertainment,Movies,Buying camping gear,8523,Expense,NPR
28/07/2024 06:19:37,UPI,Education,Stationery,"Web development course (HTML, CSS, JS)",45255,Expense,NPR
03/05/2020 13:48:40,Credit Card,Utilities,Water,Air quality monitor indoor,2110,Expense,NPR
21/06/2024 00:39:10,Khalti,Shopping,Clothing,Buying a new mobile phone,17951,Expense,NPR
16/05/2020 13:07:01,Net Banking,Utilities,Electricity,Submersible pump installation,4235,Expense,NPR
12/02/2021 19:44:20,Mobile Banking,Entertainment,Movies,Soccer goal portable,2437,Expense,NPR
13/12/2024 14:48:09,IME Pay,Entertainment,Events,Canyoning trip fee,6002,Expense,NPR
14/07/2024 14:47:41,UPI,Utilities,Electricity,Shared electricity bill for apartment common areas,6174,Expense,NPR
19/11/2021 18:18:21,Mobile Banking,Health,Doctor Visit,International Friendship Children's Hospital,47469,Expense,NPR
14/06/2023 22:05:01,Cash,Health,Pharmacy,Peripheral neuropathy treatment,44137,Expense,NPR
20/05/2023 06:30:36,Khalti,Utilities,Internet,Inverter battery maintenance,7147,Expense,NPR
07/06/2020 15:57:09,Net Banking,Education,Courses,UI/UX design course,5410,Expense,NPR
06/03/2021 23:32:41,IME Pay,Transportation,Micro,Fuel injector cleaning,10752,Expense,NPR
06/04/2021 23:34:24,Debit Card,Transportation,Micro,Window regulator replacement,3349,Expense,NPR
21/09/2023 02:11:17,Net Banking,Shopping,Clothing,Lunch box,71038,Expense,NPR
12/09/2020 18:11:30,IME Pay,Shopping,Electronics,Blood pressure monitor,49906,Expense,NPR
02/12/2024 11:17:51,Khalti,Entertainment,Streaming,Attending a yoga retreat,1462,Expense,NPR
04/01/2021 21:20:22,Cash,Utilities,Gas,Cost to upgrade electrical meter,4521,Expense,NPR
26/03/2024 20:14:53,eSewa,Utilities,Electricity,Mobile roaming charges,1047,Expense,NPR
13/01/2021 14:37:09,Credit Card,Education,Courses,Online proctored exam fee,17184,Expense,NPR
23/04/2024 15:14:21,Credit Card,Health,Doctor Visit,Mental health day program,27620,Expense,NPR
12/11/2020 13:15:38,IME Pay,Utilities,Internet,Generator transfer switch automatic,6091,Expense,NPR
26/09/2023 23:09:42,IME Pay,Utilities,Water,Electricity for an electric vehicle charging,3822,Expense,NPR
22/07/2024 23:35:49,Mobile Banking,Entertainment,Movies,Science museum membership,5585,Expense,NPR
22/04/2022 20:53:26,IME Pay,Utilities,Water,Emergency utility restoration,7876,Expense,NPR
24/04/2020 16:27:02,eSewa,Health,Health Insurance,TENS unit pain relief,12541,Expense,NPR
07/07/2020 01:17:21,IME Pay,Entertainment,Events,Shadow PC cloud computer,3993,Expense,NPR
24/08/2022 22:00:10,IME Pay,Education,Courses,Project materials cost for a college assignment,15933,Expense,NPR
17/12/2024 22:21:16,eSewa,Transportation,Bus,Jerry can for fuel storage,3230,Expense,NPR
30/12/2022 22:59:45,IME Pay,Education,Books,Visit to a factory for industrial training,18225,Expense,NPR
21/08/2024 20:17:50,Credit Card,Education,Courses,First aid and CPR certification course,16511,Expense,NPR
22/01/2022 23:23:32,Debit Card,Shopping,Personal Care,Raincoat and umbrella,3871,Expense,NPR
22/12/2020 09:11:13,Khalti,Transportation,Taxi,Pet ambulance service,14049,Expense,NPR
19/10/2020 14:08:04,Debit Card,Transportation,Taxi,Night bus to Biratnagar with AC,6716,Expense,NPR
03/01/2021 00:52:47,UPI,Health,Health Insurance,Ozone therapy treatments,35134,Expense,NPR
03/10/2022 14:53:19,Net Banking,Food,Dining Out,Welcome drink at an event,640,Expense,NPR
18/11/2020 17:49:09,Debit Card,Education,Courses,Buying a new backpack,32225,Expense,NPR
23/03/2021 20:16:26,Credit Card,Food,Groceries,Office party contributions,3090,Expense,NPR
11/12/2022 15:55:43,Net Banking,Transportation,Bus,Tyre inflator portable,14624,Expense,NPR
01/02/2021 02:53:52,Khalti,Utilities,Electricity,International calls pack activation,5583,Expense,NPR
23/02/2020 06:37:20,Credit Card,Education,Courses,"Web development course (HTML, CSS, JS)",49344,Expense,NPR
13/12/2023 10:11:01,Cash,Transportation,Bus,DRL LED strip installation,10770,Expense,NPR
07/04/2023 01:26:40,Khalti,Education,Stationery,"Subscription to a research database (e.g., JSTOR)",6631,Expense,NPR
13/10/2024 17:18:34,Net Banking,Education,Tuition,School lunch program fee,38918,Expense,NPR
25/07/2020 21:00:09,Net Banking,Shopping,Electronics,"Software purchase (e.g., Antivirus, Office)",2222,Expense,NPR
09/06/2021 12:23:55,Net Banking,Health,Doctor Visit,Long-term care insurance,22107,Expense,NPR
07/01/2020 00:20:08,Khalti,Entertainment,Events,British Council movie night,1406,Expense,NPR
29/12/2021 10:26:15,Khalti,Utilities,Gas,Commercial utility rate consultant,6389,Expense,NPR
04/03/2023 04:44:20,Credit Card,Food,Beverages,Sunflower oil bottle,4929,Expense,NPR
23/04/2024 07:05:56,Net Banking,Utilities,Electricity,Float valve replacement overhead tank,1852,Expense,NPR
03/01/2022 13:16:50,Net Banking,Utilities,Gas,Utility payment for a rental property,1080,Expense,NPR
17/05/2020 22:26:06,IME Pay,Utilities,Gas,Microsoft Teams calling plan,1583,Expense,NPR
20/12/2020 13:37:50,Debit Card,Transportation,Fuel,Drive shaft repair cost,2646,Expense,NPR
16/11/2024 21:32:45,eSewa,Shopping,Electronics,"Bargain shopping at a local market (e.g., Asan)",59104,Expense,NPR
30/08/2020 02:53:10,Khalti,Transportation,Fuel,Parking at a cinema hall,8757,Expense,NPR
14/10/2020 21:09:21,UPI,Shopping,Personal Care,Wedding gift for a friend,22688,Expense,NPR
24/12/2020 14:09:03,Mobile Banking,Entertainment,Movies,Speed skating event,8189,Expense,NPR
07/01/2024 21:48:07,IME Pay,Shopping,Household,Fabric purchase for clothing,8993,Expense,NPR
18/04/2021 00:20:50,Debit Card,Entertainment,Streaming,Wildlife photography tour,9715,Expense,NPR
30/09/2020 18:07:07,Debit Card,Food,Dining Out,Mula (radish) and leaves,3242,Expense,NPR
08/02/2024 22:18:01,IME Pay,Shopping,Clothing,Buying a number plate for a new vehicle,5640,Expense,NPR
02/07/2024 20:01:43,eSewa,Utilities,Water,Antivirus software renewal,1936,Expense,NPR
03/11/2021 00:19:28,eSewa,Entertainment,Movies,Hip-hop dance battle,9552,Expense,NPR
06/09/2022 03:37:44,IME Pay,Health,Health Insurance,Unani medicine practitioner visit,22145,Expense,NPR
29/05/2024 12:33:07,Cash,Entertainment,Events,Funimation anime streaming,4838,Expense,NPR
12/10/2020 00:08:14,IME Pay,Food,Dining Out,Balushahi sweet purchase,1765,Expense,NPR
30/10/2020 22:49:44,Cash,Food,Snacks,Sugarcane juice fresh,2425,Expense,NPR
19/02/2021 03:04:05,eSewa,Health,Health Insurance,Iron supplements for anemia,41033,Expense,NPR
30/08/2023 07:36:28,Khalti,Utilities,Water,Buying a new water heater,735,Expense,NPR
25/07/2024 06:57:52,Credit Card,Entertainment,Games,Rock climbing gear purchase,9773,Expense,NPR
02/04/2022 02:22:19,eSewa,Entertainment,Streaming,Streaming webcam HD,3434,Expense,NPR
30/10/2023 15:22:08,Mobile Banking,Food,Snacks,Catering raw materials,3906,Expense,NPR
29/11/2023 04:31:13,Mobile Banking,Food,Groceries,Molecular gastronomy kit,4562,Expense,NPR
21/07/2023 10:09:18,IME Pay,Education,Courses,"Fee for a vocational training course (e.g., plumbing, electrician)",5123,Expense,NPR
07/12/2021 15:32:31,Cash,Health,Pharmacy,Spa or massage therapy for relaxation,26157,Expense,NPR
12/10/2020 16:31:18,Debit Card,Shopping,Personal Care,Assembly charge for new furniture,1215,Expense,NPR
18/10/2023 04:05:04,Net Banking,Shopping,Clothing,Fabric purchase for clothing,89060,Expense,NPR
24/01/2021 16:31:37,Khalti,Transportation,Micro,Toll tag RFID purchase,10506,Expense,NPR
28/01/2024 14:08:56,Khalti,Education,Stationery,Fee for a school ID card replacement,6065,Expense,NPR
16/10/2021 07:39:45,Credit Card,Health,Health Insurance,Stress management workshop,19723,Expense,NPR
20/07/2022 02:05:04,Credit Card,Health,Pharmacy,Lap band surgery costs,37568,Expense,NPR
27/03/2023 09:56:35,Mobile Banking,Food,Snacks,Saag varieties from market,3813,Expense,NPR
04/04/2020 17:49:03,Cash,Health,Doctor Visit,Balance board therapy,12294,Expense,NPR
04/08/2020 10:05:18,IME Pay,Health,Lab Tests,Hospital registration fee,43644,Expense,NPR
01/02/2022 10:53:58,Debit Card,Entertainment,Movies,OnlyFans subscription,7153,Expense,NPR
20/09/2024 14:13:18,Debit Card,Food,Dining Out,Seasonal fruit shopping: pears and pomegranates,442,Expense,NPR
05/01/2020 19:57:33,IME Pay,Transportation,Taxi,Tubeless tire conversion,8925,Expense,NPR
15/12/2023 09:58:57,Mobile Banking,Education,Courses,"Online course subscription (e.g., Coursera)",48192,Expense,NPR
25/05/2021 13:39:19,IME Pay,Shopping,Household,Thangka painting purchase,6645,Expense,NPR
25/04/2021 05:01:23,Debit Card,Entertainment,Events,Pottery class fee,2393,Expense,NPR
13/02/2022 06:08:13,Mobile Banking,Health,Pharmacy,"Travel vaccinations (e.g., for typhoid, hepatitis)",4897,Expense,NPR
26/10/2020 07:43:12,Debit Card,Utilities,Electricity,District cooling subscription,979,Expense,NPR
13/11/2020 08:25:58,IME Pay,Transportation,Bus,Bagmati corridor cycle track fee,427,Expense,NPR
31/01/2023 03:22:58,UPI,Health,Health Insurance,Maggot therapy wound care,2643,Expense,NPR
18/10/2022 07:55:45,Khalti,Entertainment,Movies,Logic puzzle book,9286,Expense,NPR
13/11/2024 08:01:36,Credit Card,Transportation,Taxi,Tractor diesel for farming,2683,Expense,NPR
30/03/2020 08:15:50,UPI,Entertainment,Events,Crunchyroll anime subscription,9131,Expense,NPR
08/01/2020 20:33:06,eSewa,Utilities,Water,Tower climbing service telecom,1045,Expense,NPR
11/09/2020 21:52:08,UPI,Utilities,Internet,Parental control service,6471,Expense,NPR
19/12/2021 13:33:03,Debit Card,Entertainment,Games,Art museum membership,3396,Expense,NPR
13/12/2024 21:51:39,Debit Card,Utilities,Gas,Web hosting service payment,6296,Expense,NPR
08/09/2024 16:22:36,Debit Card,Shopping,Household,Baby clothes and shoes,46979,Expense,NPR
08/03/2023 19:24:35,eSewa,Shopping,Personal Care,Helmet and safety gear for cycling,76150,Expense,NPR
14/09/2022 13:33:23,Net Banking,Transportation,Micro,Tempo fare Bagbazar to Putalisadak,12039,Expense,NPR
05/07/2021 06:13:03,Credit Card,Education,Courses,"Stapler, punch machine, and office pins",8385,Expense,NPR
06/02/2020 16:33:52,UPI,Utilities,Water,Subisu cable TV and internet combo bill,1605,Expense,NPR
02/10/2022 13:25:56,Debit Card,Transportation,Taxi,Recovery gear kit 4x4,14743,Expense,NPR
23/04/2021 21:33:49,eSewa,Education,Tuition,Video editing course fee,47018,Expense,NPR
14/08/2022 02:47:46,Credit Card,Transportation,Taxi,Buying new spark plugs,10117,Expense,NPR
14/11/2021 05:08:40,IME Pay,Food,Dining Out,Room service food order,167,Expense,NPR
14/04/2022 10:59:48,Credit Card,Education,Courses,Photocopying and printing notes,46559,Expense,NPR
22/01/2020 06:44:23,IME Pay,Education,Books,Fee for a school ID card replacement,29412,Expense,NPR
06/03/2020 16:42:00,Credit Card,Education,Courses,"Cloud computing certification (AWS, Azure)",34597,Expense,NPR
16/06/2021 04:40:29,Credit Card,Food,Dining Out,Gelato ingredients premium,4775,Expense,NPR
12/08/2024 04:56:47,UPI,Transportation,Bus,Door hinge lubrication,8816,Expense,NPR
01/03/2022 20:12:07,Mobile Banking,Shopping,Household,Wardrobe or closet,70470,Expense,NPR
25/11/2023 08:22:34,IME Pay,Health,Lab Tests,Neurological consultation specialized,34743,Expense,NPR
06/08/2024 16:52:18,Cash,Entertainment,Games,Origin EA games,4189,Expense,NPR
23/09/2022 23:54:05,Net Banking,Entertainment,Events,Science podcast support,4895,Expense,NPR
17/05/2022 06:44:16,UPI,Food,Groceries,Sapu mhicha from Boudha,856,Expense,NPR
10/04/2021 05:31:53,Debit Card,Entertainment,Streaming,NBA League Pass,5913,Expense,NPR
04/10/2023 06:22:36,Khalti,Food,Dining Out,Tharu ghonghi (snail) delicacy,1465,Expense,NPR
17/06/2022 00:12:14,Cash,Education,Courses,Noise-cancelling headphones for studying,48527,Expense,NPR
02/07/2021 08:10:41,eSewa,Utilities,Electricity,Fee for a new electricity meter box,3646,Expense,NPR
13/03/2023 06:34:32,Cash,Food,Groceries,Buying local honey,2229,Expense,NPR
24/05/2023 02:51:34,Khalti,Entertainment,Games,Buying a new video game,6378,Expense,NPR
22/03/2023 16:43:56,Cash,Health,Health Insurance,CoolSculpting fat freezing,30591,Expense,NPR
23/04/2024 13:35:16,eSewa,Food,Snacks,Gluten-free products,1866,Expense,NPR
30/09/2022 04:01:14,Credit Card,Health,Doctor Visit,Lymphedema compression garments,41999,Expense,NPR
26/05/2021 10:04:33,UPI,Shopping,Electronics,Buying a new mirror,52121,Expense,NPR
03/05/2023 02:17:45,eSewa,Shopping,Electronics,Buying new light bulbs or tube lights,20978,Expense,NPR
10/10/2023 07:06:32,IME Pay,Utilities,Gas,Public utility education program,2317,Expense,NPR
12/02/2024 00:42:03,Net Banking,Transportation,Parking,Diplomatic vehicle registration,10383,Expense,NPR
02/08/2022 02:33:29,Mobile Banking,Shopping,Household,Traditional Nepali cap (Dhaka Topi),73935,Expense,NPR
16/11/2020 16:10:04,Net Banking,Food,Beverages,Buff sukuti sandheko with friends,1568,Expense,NPR
16/05/2023 17:48:45,Cash,Transportation,Micro,Taxi from a late-night movie,12734,Expense,NPR
28/08/2023 04:54:20,Khalti,Food,Snacks,Yomari for Yomari Punhi festival,4566,Expense,NPR
27/04/2021 00:29:04,Credit Card,Transportation,Parking,Safa tempo electric ride in core area,3208,Expense,NPR
20/12/2021 21:12:43,UPI,Transportation,Taxi,Seat belt tensioner repair,10750,Expense,NPR
